Ticket Class,Ticket Priority,Ticket Number,Ticket Status,Opened Date,Hostname,OS Type,Ticket Summary,Queue ID,Ticket Resolved Date,Resolution Code,Resolution Text,Ticket Closed Date,Call code,Reported By,Executed Automata,Recommended Automata,Actionable,Assignment Queue,Autogenerated,Automation Engine,Business Application,Closure Code,Sub Category,Category,Alert Key,Target Finish Date,Time to resolve (min)
INCIDENT,2,IN86647759,CANCELLED,"Oct 29, 2025 8:58 PM",conqt464gee9n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,DUPLICATE,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc8_owqcn,UNKNOWN,UNKNOWN
INCIDENT,2,IN86647758,CLOSED,"Oct 29, 2025 8:58 PM",c45266np,UNIX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 9:03 PM",AUTOMATION,It is Incident Resolution,"Nov 9, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application21,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_v41e_owqcn_igp,"Oct 29, 2025 9:03 PM",5
INCIDENT,2,IN88186915,CLOSED,"Oct 29, 2025 8:38 PM",UNKNOWN,UNKNOWN,acme#efbdnftw911#Average CPU usage is too high (current value: 98),K-QQM-VV-QOM-MRJ-OCSRM,"Oct 29, 2025 10:08 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,cpu-high-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,cpu-high-handler,UNKNOWN,"Oct 29, 2025 10:08 PM",90
INCIDENT,2,IN88186907,CLOSED,"Oct 29, 2025 8:33 PM",UNKNOWN,UNKNOWN,acme#efbdnftwf61#An entry in EventLog occured: The Printer Extensions and Notifications service termin,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 30, 2025 12:33 AM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Oct 30, 2025 12:33 AM",240
INCIDENT,2,IN88186968,CLOSED,"Oct 29, 2025 8:03 PM",UNKNOWN,UNKNOWN,acme#efbdnftw800#An entry in EventLog occured: The Microsoft Account Sign-in Assistant service termina,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 30, 2025 12:03 AM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Oct 30, 2025 12:03 AM",240
INCIDENT,3,IN88187567,INPROG,"Oct 29, 2025 7:43 PM",fgceogqto551,LINUX,acme#The Oracle TNS Listener LISTENER_HWWMS on node WODIS:acme_efbdnftwm117:RZ is not running. Reported,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,WebGUI-Primary-Prod-Shared2,UNKNOWN,UNKNOWN,database-handler,cnn_nmicnpr_i426_nkpsv,UNKNOWN,UNKNOWN
INCIDENT,3,IN88187566,INPROG,"Oct 29, 2025 7:43 PM",fgceogqto551,LINUX,acme#The Oracle TNS Listener LISTENER_HWWMS on node LCMPRD:acme_efbdnftwm117:RZ is not running. Reporte,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,WebGUI-Primary-Prod-Shared2,UNKNOWN,UNKNOWN,database-handler,cnn_nmicnpr_i426_nkpsv,UNKNOWN,UNKNOWN
INCIDENT,3,IN88187565,INPROG,"Oct 29, 2025 7:43 PM",fgceogqto551,LINUX,acme#The Oracle TNS Listener LISTENER_HWWMS on node LIMSMB:acme_efbdnftwm117:RZ is not running. Reporte,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,WebGUI-Primary-Prod-Shared2,UNKNOWN,UNKNOWN,database-handler,cnn_nmicnpr_i426_nkpsv,UNKNOWN,UNKNOWN
INCIDENT,2,IN86647684,CANCELLED,"Oct 29, 2025 7:41 PM",conqt464gee9n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc8_owqcn,UNKNOWN,UNKNOWN
INCIDENT,3,IN88187559,INPROG,"Oct 29, 2025 7:38 PM",fgceogqto551,LINUX,acme#The Oracle TNS Listener LISTENER_HWWMS on node HERMES:acme_efbdnftwm117:RZ is not running. Reporte,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,WebGUI-Primary-Prod-Shared2,UNKNOWN,UNKNOWN,database-handler,cnn_nmicnpr_i426_nkpsv,UNKNOWN,UNKNOWN
INCIDENT,3,IN88187558,INPROG,"Oct 29, 2025 7:38 PM",fgceogqto551,LINUX,acme#The Oracle TNS Listener LISTENER_HWWMS on node KEPON:acme_efbdnftwm117:RZ is not running. Reported,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,WebGUI-Primary-Prod-Shared2,UNKNOWN,UNKNOWN,database-handler,cnn_nmicnpr_i426_nkpsv,UNKNOWN,UNKNOWN
INCIDENT,2,IN86647671,CANCELLED,"Oct 29, 2025 7:35 PM",conqt464gee9n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc8_owqcn,UNKNOWN,UNKNOWN
INCIDENT,3,IN88187541,INPROG,"Oct 29, 2025 7:33 PM",fgceogqt019,UNIX,acme#The Oracle TNS Listener LISTENER_HERMES on node APSAPROD:acme_efbdnftw675:RZ is not running. Repor,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,ACME_DC_Application6,UNKNOWN,UNKNOWN,database-handler,cnn_nmicnpr_i426_nkpsv,UNKNOWN,UNKNOWN
INCIDENT,2,IN86647675,CANCELLED,"Oct 29, 2025 7:30 PM",conqt464gee9n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc8_owqcn,UNKNOWN,UNKNOWN
INCIDENT,3,IN86647662,CLOSED,"Oct 29, 2025 7:28 PM",vonqn464neq4,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 7:33 PM",AUTOMATION,It is Incident Resolution,"Nov 6, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42u_pgfjcr_igp,"Oct 29, 2025 7:33 PM",5
INCIDENT,3,IN88187548,INPROG,"Oct 29, 2025 7:28 PM",fgceogqt019,UNIX,acme#The Oracle TNS Listener LISTENER_HERMES on node HEXSLSP:acme_efbdnftw675:RZ is not running. Report,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,ACME_DC_Application6,UNKNOWN,UNKNOWN,database-handler,cnn_nmicnpr_i426_nkpsv,UNKNOWN,UNKNOWN
INCIDENT,3,IN88187430,INPROG,"Oct 29, 2025 7:23 PM",fgceogqt019,UNIX,acme#The Oracle TNS Listener LISTENER_HERMES on node FASTV36:acme_efbdnftw675:RZ is not running. Report,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,ACME_DC_Application6,UNKNOWN,UNKNOWN,database-handler,cnn_nmicnpr_i426_nkpsv,UNKNOWN,UNKNOWN
INCIDENT,3,IN88187423,INPROG,"Oct 29, 2025 7:18 PM",fgceogqt019,UNIX,acme#The Oracle TNS Listener LISTENER_HERMES on node LIVPAP:acme_efbdnftw675:RZ is not running. Reporte,K-QQM-KP-FCR-FDO-CEOG-MPC,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,ACME_DC_Application6,UNKNOWN,UNKNOWN,database-handler,cnn_nmicnpr_i426_nkpsv,UNKNOWN,UNKNOWN
INCIDENT,3,IN86647500,CLOSED,"Oct 29, 2025 6:30 PM",qmn6,UNIX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 6:35 PM",AUTOMATION,It is Incident Resolution,"Nov 6, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application44,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_v41u_ckv_igp,"Oct 29, 2025 6:35 PM",4
INCIDENT,2,IN86647593,CANCELLED,"Oct 29, 2025 6:24 PM",conqt464gee9n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc8_owqcn,UNKNOWN,UNKNOWN
INCIDENT,2,IN86647581,RESOLVED,"Oct 29, 2025 6:12 PM",vonqn685ofme59um,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 6:33 PM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42e_pgfjcr_igp,"Oct 29, 2025 6:33 PM",21
INCIDENT,2,IN86647588,CANCELLED,"Oct 29, 2025 6:09 PM",UNKNOWN,UNKNOWN,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
INCIDENT,2,IN86647585,RESOLVCONF,"Oct 29, 2025 6:08 PM",qridfq46,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Nov 5, 2025 9:51 PM",CONFIGURATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application39,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc6_owqcn,"Nov 5, 2025 9:51 PM",10302
INCIDENT,1,IN86647554,RESOLVED,"Oct 29, 2025 5:56 PM",vonqn685ofme59um,LINUX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 6:01 PM",AUTOMATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_p42h_pgfjcr_igp,"Oct 29, 2025 6:01 PM",5
INCIDENT,2,IN86647542,CANCELLED,"Oct 29, 2025 5:54 PM",conqt464gee9n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc8_owqcn,UNKNOWN,UNKNOWN
INCIDENT,2,IN86647549,RESOLVCONF,"Oct 29, 2025 5:52 PM",vonqn455nmrv4cn,LINUX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Nov 1, 2025 8:20 PM",CONFIGURATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application3,UNKNOWN,UNKNOWN,UNKNOWN,cnn_spnomp_p42e_owqcnlctc_igp,"Nov 1, 2025 8:20 PM",4468
INCIDENT,2,IN86647544,RESOLVCONF,"Oct 29, 2025 5:46 PM",conqt460du4n,WINDOWS,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Oct 30, 2025 7:19 PM",CONFIGURATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,high-memory-swap-space-handler,Y,Y,Y,0,ACME_DC_Application40,UNKNOWN,UNKNOWN,high-memory-swap-space-handler,acme002_ogopgcn_ipre_ukp,"Oct 30, 2025 7:19 PM",1533
INCIDENT,2,IN86647433,CLOSED,"Oct 29, 2025 5:46 PM",conqu591nppc1,WINDOWS,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 7:21 PM",AUTOMATION,It is Incident Resolution,"Nov 9, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,disk-handler,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,disk-handler,cnn_fqmqneg_i40e_ukp_igp,"Oct 29, 2025 7:21 PM",95
INCIDENT,2,IN86647437,RESOLVCONF,"Oct 29, 2025 5:38 PM",conqt467nlr4r,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Oct 31, 2025 4:13 PM",CONFIGURATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application44,UNKNOWN,UNKNOWN,UNKNOWN,cnn_hqq_v41e_owqcn_igp,"Oct 31, 2025 4:13 PM",2795
INCIDENT,2,IN86647423,SLAHOLD,"Oct 29, 2025 5:33 PM",qmn3,AIX 7.3,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,high-memory-swap-space-handler,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,high-memory-swap-space-handler,acme002_qucnnpe_vsvu_ckv,UNKNOWN,UNKNOWN
INCIDENT,2,IN86647498,CANCELLED,"Oct 29, 2025 5:09 PM",UNKNOWN,UNKNOWN,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
INCIDENT,2,IN86646324,CLOSED,"Oct 29, 2025 4:21 PM",conqu591nppc1,WINDOWS,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 5:22 PM",AUTOMATION,It is Incident Resolution,"Nov 9, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,disk-handler,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,disk-handler,cnn_fqmqneg_i40e_ukp_igp,"Oct 29, 2025 5:22 PM",61
INCIDENT,2,IN86646312,CANCELLED,"Oct 29, 2025 4:19 PM",conqt464gee9n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc8_owqcn,UNKNOWN,UNKNOWN
INCIDENT,2,IN86646307,CLOSED,"Oct 29, 2025 4:07 PM",vonqn455nmrv4cn,LINUX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Oct 29, 2025 5:50 PM",CONFIGURATION,It is Incident Resolution,"Nov 9, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application3,UNKNOWN,UNKNOWN,UNKNOWN,cnn_spnomp_p42e_owqcnlctc_igp,"Oct 29, 2025 5:50 PM",103
INCIDENT,2,IN86646383,RESOLVCONF,"Oct 29, 2025 3:46 PM",vonqc460rgee5,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,"Oct 31, 2025 12:10 PM",CONFIGURATION,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc7_owqcn,"Oct 31, 2025 12:10 PM",2664
INCIDENT,2,IN86646385,CLOSED,"Oct 29, 2025 3:41 PM",conqt464cfq5n,UNIX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 3:49 PM",AUTOMATION,It is Incident Resolution,"Nov 9, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application43,UNKNOWN,UNKNOWN,UNKNOWN,cnn_spnomp_v41e_owqcnlctc_igp,"Oct 29, 2025 3:49 PM",8
INCIDENT,2,IN86646370,CANCELLED,"Oct 29, 2025 3:38 PM",conqt464gee9n,UNIX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCSQCN,UNKNOWN,UNKNOWN,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,UNKNOWN,Y,Y,Y,0,ACME_DC_Application2,UNKNOWN,UNKNOWN,UNKNOWN,acme002_cneeoq_iqc8_owqcn,UNKNOWN,UNKNOWN
INCIDENT,2,IN86646375,RESOLVCONF,"Oct 29, 2025 3:33 PM",vonqn453fjcp5,LINUX,It is Incident Short Description,K-QWQ-KP-FQR-QOF-SPK-DCS,"Oct 30, 2025 11:06 AM",CAPACITY,It is Incident Resolution,UNKNOWN,EVENTMANAGEMENT,x,UNKNOWN,high-memory-swap-space-handler,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,high-memory-swap-space-handler,acme002_tkpogo_pnxe_pgfjcr,"Oct 30, 2025 11:06 AM",1173
INCIDENT,2,IN88096130,CLOSED,"Oct 29, 2025 3:28 PM",UNKNOWN,UNKNOWN,acme#Offline agent - TELNDBP:acme_efbdnftw610:RZ is not connected to Shared ITM6 Monitoring Environment,K-QQM-KP-FCR-FDO-CEOG-MPC,"Oct 29, 2025 3:42 PM",AUTOMATION,Transaction Time: 2021 11-27-08T09:20:11Z--Ansible Tower Job ID:x--EVENT_ALLOWED_FOR_AUTOMATION: YES--SOCKS_CONNECTION: NOT APPLICABLE--CONNECTION: SUCCESS--LOGIN: SUCCESS--MATCHER FOUND: YES--PLAYBOOK/ROLE USED: itm-agent-offline:2.2.1:cacm--CLOSURE CODE: Remediation with Corrective Closure--RC: 0--RESULTS: resolve--Automation Result: Startup status:\\n [ OK ] The agent rz was successfully restarted on efifotw64.2\\n [ OK ] new agent PID:x\\n Connectivity status:\\n Agent log check: [ OK ] Agent log check: Successfully connected to CMS is present in one of the files /opt/IBM/ITM/logs/efifotw610_rz_SAPDSD_x_61485b75-01.log\\n PID connection check:\\n [ NOK ] TCP/IP connection is NOT established between rz agent process IDx and RTEMS host on port 3660\\n The server uptime 11:47AM up 64 days 7:06 2 users load average: 4.29 3.73 3.36,"Nov 9, 2025 7:49 AM",EVENTMANAGEMENT,x,UNKNOWN,itm-agent-offline,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,itm-agent-offline,UNKNOWN,"Oct 29, 2025 3:42 PM",14
INCIDENT,2,IN86646348,CLOSED,"Oct 29, 2025 3:08 PM",qmn3,AIX 7.3,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 3:10 PM",AUTOMATION,It is Incident Resolution,"Nov 9, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,high-memory-swap-space-handler,Y,Y,Y,0,UNKNOWN,UNKNOWN,UNKNOWN,high-memory-swap-space-handler,acme002_qucnnpe_vsvu_ckv,"Oct 29, 2025 3:10 PM",2
INCIDENT,2,IN86646345,CLOSED,"Oct 29, 2025 3:05 PM",conqt464gee1n,UNIX,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 3:45 PM",AUTOMATION,It is Incident Resolution,"Nov 9, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,cpu-high-handler,Y,Y,Y,0,ACME_DC_Application45,UNKNOWN,UNKNOWN,cpu-high-handler,acme002_ensnmcf_v41e_ckv_igp,"Oct 29, 2025 3:45 PM",40
INCIDENT,2,IN86646235,CLOSED,"Oct 29, 2025 3:01 PM",conqt477kmp4n,WINDOWS,It is Incident Short Description,K-FRG-VV-ENF-EN7-CSRMO,"Oct 29, 2025 3:06 PM",AUTOMATION,It is Incident Resolution,"Nov 9, 2025 7:39 AM",EVENTMANAGEMENT,x,UNKNOWN,cpu-high-handler,Y,Y,Y,0,ACME_DC_Application44,UNKNOWN,UNKNOWN,cpu-high-handler,acme002_enssrkn_ipre_ukp_rmrcn,"Oct 29, 2025 3:06 PM",5
INCIDENT,2,IN88186424,CLOSED,"Oct 29, 2025 2:44 PM",UNKNOWN,UNKNOWN,acme#Only 7.71 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:ELPHSD-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 29, 2025 3:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Oct 29, 2025 3:14 PM",30
INCIDENT,2,IN88186413,CLOSED,"Oct 29, 2025 2:44 PM",UNKNOWN,UNKNOWN,acme#Only 3.50 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:IIQTEST-acme_efbdnftw,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 29, 2025 3:05 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Oct 29, 2025 3:05 PM",21
INCIDENT,2,IN88186410,CLOSED,"Oct 29, 2025 2:44 PM",UNKNOWN,UNKNOWN,acme#Only 7.07 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:ELPHSD-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 29, 2025 3:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Oct 29, 2025 3:14 PM",30
INCIDENT,2,IN88186412,CLOSED,"Oct 29, 2025 2:44 PM",UNKNOWN,UNKNOWN,acme#Only 6.24 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:GIBC-acme_efbdnftw912,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 29, 2025 3:05 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Oct 29, 2025 3:05 PM",21
INCIDENT,2,IN88186411,CLOSED,"Oct 29, 2025 2:44 PM",UNKNOWN,UNKNOWN,acme#Only 7.71 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:GIBD-acme_efbdnftw911,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 29, 2025 3:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Oct 29, 2025 3:14 PM",30
INCIDENT,2,IN88186419,CLOSED,"Oct 29, 2025 2:44 PM",UNKNOWN,UNKNOWN,acme#Only 5.82 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:VERTEXT-acme_efbdnftw,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 29, 2025 3:05 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Oct 29, 2025 3:05 PM",21
INCIDENT,2,IN88186418,CLOSED,"Oct 29, 2025 2:44 PM",UNKNOWN,UNKNOWN,acme#Only 7.90 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:OTMTST-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 29, 2025 3:14 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Oct 29, 2025 3:14 PM",30
INCIDENT,2,IN88186417,CLOSED,"Oct 29, 2025 2:44 PM",UNKNOWN,UNKNOWN,acme#Only 7.50 Percent free Space are left on ASM Disk Group PIMTSTLOG on Node RZ:PIMTST-acme_efbdnftw9,K-QQM-VV-QOM-MRJ-OCSRM,"Oct 29, 2025 3:05 PM",AUTOMATION,*** Automation application have automatically resolved the problem ***,"Nov 13, 2025 1:16 PM",EVENTMANAGEMENT,x,UNKNOWN,database-handler,Y,Y,Y,1,UNKNOWN,UNKNOWN,UNKNOWN,database-handler,UNKNOWN,"Oct 29, 2025 3:05 PM",21
